session_id,participant_id,start_time,domain,declared_intention,intended_duration_minutes,duration_seconds,click_count,scroll_count,keyboard_activity_count,idle_seconds,focus_loss_count,drift_label
DS-04-20260720T134500-001,P04,2026-07-20T13:45:00+06:00,mail.google.com,communication_or_community,30,1440,27,27,146,354,2,0
DS-04-20260720T180000-002,P04,2026-07-20T18:00:00+06:00,github.com,work_or_study,15,1026,17,11,56,61,1,1
DS-04-20260720T233000-003,P04,2026-07-20T23:30:00+06:00,wikipedia.org,learning_or_tutorial,15,1587,18,49,14,279,0,0
DS-04-20260721T083000-004,P04,2026-07-21T08:30:00+06:00,chatgpt.com,work_or_study,60,3982,96,142,285,432,0,0
DS-04-20260721T095322-005,P04,2026-07-21T09:53:22+06:00,youtube.com,planned_entertainment_or_break,10,446,3,5,1,109,1,0
DS-04-20260721T114500-006,P04,2026-07-21T11:45:00+06:00,outlook.live.com,communication_or_community,10,895,12,21,106,179,0,0
DS-04-20260721T140000-007,P04,2026-07-21T14:00:00+06:00,10minuteschool.com,open_ended_browsing,20,1303,23,58,14,228,0,1
DS-04-20260723T130000-008,P04,2026-07-23T13:00:00+06:00,figma.com,specific_information,15,703,14,31,57,95,2,0
DS-04-20260723T150000-009,P04,2026-07-23T15:00:00+06:00,youtube.com,planned_entertainment_or_break,15,1846,10,9,1,361,1,0
DS-04-20260723T220000-010,P04,2026-07-23T22:00:00+06:00,10minuteschool.com,learning_or_tutorial,20,2281,30,113,20,438,2,0
DS-04-20260728T093000-011,P04,2026-07-28T09:30:00+06:00,10minuteschool.com,open_ended_browsing,20,1493,16,75,14,113,0,1
DS-04-20260728T100753-012,P04,2026-07-28T10:07:53+06:00,docs.google.com,work_or_study,60,4274,85,159,324,592,0,0
DS-04-20260728T113407-013,P04,2026-07-28T11:34:07+06:00,10minuteschool.com,learning_or_tutorial,20,2180,24,88,23,404,1,0
DS-04-20260728T171500-014,P04,2026-07-28T17:15:00+06:00,reuters.com,work_or_study,30,3884,67,377,2,883,3,0
DS-04-20260728T191500-015,P04,2026-07-28T19:15:00+06:00,twitch.tv,learning_or_tutorial,20,1838,5,30,4,392,3,1
DS-04-20260728T211500-016,P04,2026-07-28T21:15:00+06:00,banglatribune.com,open_ended_browsing,30,1684,19,132,4,214,1,0
DS-04-20260729T084500-017,P04,2026-07-29T08:45:00+06:00,reddit.com,planned_entertainment_or_break,45,4447,150,638,102,420,5,0
DS-04-20260729T100207-018,P04,2026-07-29T10:02:07+06:00,10minuteschool.com,specific_information,3,137,0,4,1,18,1,0
DS-04-20260729T144500-019,P04,2026-07-29T14:45:00+06:00,10minuteschool.com,specific_information,3,249,5,15,3,31,0,1
DS-04-20260730T120000-020,P04,2026-07-30T12:00:00+06:00,trello.com,specific_information,3,248,9,16,27,42,0,1
DS-04-20260730T143000-021,P04,2026-07-30T14:30:00+06:00,rokomari.com,open_ended_browsing,10,416,14,33,0,45,1,0
DS-04-20260730T151500-022,P04,2026-07-30T15:15:00+06:00,notion.so,specific_information,15,2105,60,89,215,165,3,0
DS-04-20260730T155405-023,P04,2026-07-30T15:54:05+06:00,youtube.com,planned_entertainment_or_break,10,395,1,5,2,65,0,0
DS-04-20260730T213000-024,P04,2026-07-30T21:30:00+06:00,youtube.com,learning_or_tutorial,45,3612,31,54,8,719,0,0
