session_id,participant_id,start_time,domain,declared_intention,intended_duration_minutes,duration_seconds,click_count,scroll_count,keyboard_activity_count,idle_seconds,focus_loss_count,drift_label
DS-16-20260719T091500-001,P16,2026-07-19T09:15:00+06:00,bbc.com,planned_entertainment_or_break,15,712,3,53,4,162,3,0
DS-16-20260719T134500-002,P16,2026-07-19T13:45:00+06:00,chatgpt.com,work_or_study,45,3269,98,182,312,308,10,0
DS-16-20260719T151500-003,P16,2026-07-19T15:15:00+06:00,linkedin.com,work_or_study,20,1840,66,94,203,372,1,0
DS-16-20260719T180000-004,P16,2026-07-19T18:00:00+06:00,medium.com,learning_or_tutorial,45,3060,57,153,36,590,9,1
DS-16-20260719T190200-005,P16,2026-07-19T19:02:00+06:00,mail.google.com,communication_or_community,5,301,8,6,35,62,2,0
DS-16-20260720T090000-006,P16,2026-07-20T09:00:00+06:00,outlook.live.com,work_or_study,60,4001,175,168,666,1087,12,0
DS-16-20260720T103000-007,P16,2026-07-20T10:30:00+06:00,mail.google.com,communication_or_community,20,486,10,14,70,126,1,1
DS-16-20260720T114500-008,P16,2026-07-20T11:45:00+06:00,stackoverflow.com,specific_information,5,259,5,16,28,56,2,0
DS-16-20260720T193000-009,P16,2026-07-20T19:30:00+06:00,somewhereinblog.net,planned_entertainment_or_break,20,1121,37,154,27,209,2,0
DS-16-20260720T211500-010,P16,2026-07-20T21:15:00+06:00,bohubrihi.com,learning_or_tutorial,45,3650,107,411,85,629,17,1
DS-16-20260721T063000-011,P16,2026-07-21T06:30:00+06:00,youtube.com,open_ended_browsing,20,1738,13,38,6,371,3,1
DS-16-20260721T080000-012,P16,2026-07-21T08:00:00+06:00,web.whatsapp.com,communication_or_community,10,580,17,16,109,106,3,1
DS-16-20260721T131500-013,P16,2026-07-21T13:15:00+06:00,mail.google.com,open_ended_browsing,15,1399,46,66,254,414,7,0
DS-16-20260721T160000-014,P16,2026-07-21T16:00:00+06:00,youtube.com,learning_or_tutorial,45,4700,33,50,5,697,17,1
DS-16-20260722T114500-015,P16,2026-07-22T11:45:00+06:00,somewhereinblog.net,communication_or_community,5,555,24,129,39,107,2,1
DS-16-20260722T140000-016,P16,2026-07-22T14:00:00+06:00,github.com,learning_or_tutorial,10,540,23,45,74,67,3,1
DS-16-20260722T170000-017,P16,2026-07-22T17:00:00+06:00,docs.google.com,open_ended_browsing,30,3021,86,190,312,560,2,1
DS-16-20260723T093000-018,P16,2026-07-23T09:30:00+06:00,web.whatsapp.com,work_or_study,60,3145,136,124,566,413,8,0
DS-16-20260723T134500-019,P16,2026-07-23T13:45:00+06:00,youtube.com,work_or_study,10,351,6,14,0,80,0,0
DS-16-20260723T153000-020,P16,2026-07-23T15:30:00+06:00,web.whatsapp.com,work_or_study,45,7200,149,160,610,1196,23,1
DS-16-20260723T184500-021,P16,2026-07-23T18:45:00+06:00,docs.google.com,work_or_study,45,1565,48,59,150,224,7,0
DS-16-20260724T064500-022,P16,2026-07-24T06:45:00+06:00,stackoverflow.com,specific_information,5,295,11,15,33,46,1,0
DS-16-20260724T150000-023,P16,2026-07-24T15:00:00+06:00,chatgpt.com,accidental_open,1,107,1,4,8,14,0,1
DS-16-20260725T114500-024,P16,2026-07-25T11:45:00+06:00,youtube.com,planned_entertainment_or_break,60,3420,34,49,4,843,12,0
DS-16-20260725T150000-025,P16,2026-07-25T15:00:00+06:00,twitch.tv,planned_entertainment_or_break,15,871,7,16,1,219,4,1
DS-16-20260725T211500-026,P16,2026-07-25T21:15:00+06:00,youtube.com,planned_entertainment_or_break,30,1993,23,39,3,297,6,0
DS-16-20260726T073000-027,P16,2026-07-26T07:30:00+06:00,somewhereinblog.net,communication_or_community,10,783,39,135,30,75,1,1
DS-16-20260726T091500-028,P16,2026-07-26T09:15:00+06:00,reddit.com,accidental_open,5,698,34,210,39,195,4,1
DS-16-20260726T101500-029,P16,2026-07-26T10:15:00+06:00,coursera.org,specific_information,15,922,18,60,7,175,0,0
DS-16-20260726T154500-030,P16,2026-07-26T15:45:00+06:00,youtube.com,accidental_open,5,574,2,2,1,111,1,1
DS-16-20260726T183000-031,P16,2026-07-26T18:30:00+06:00,banglatribune.com,specific_information,15,1201,17,127,5,67,0,1
DS-16-20260727T104500-032,P16,2026-07-27T10:45:00+06:00,wikipedia.org,work_or_study,45,3140,78,227,51,653,11,0
DS-16-20260727T115720-033,P16,2026-07-27T11:57:20+06:00,facebook.com,planned_entertainment_or_break,15,1759,44,252,54,345,6,1
