session_id,participant_id,start_time,domain,declared_intention,intended_duration_minutes,duration_seconds,click_count,scroll_count,keyboard_activity_count,idle_seconds,focus_loss_count,drift_label
DS-08-20260720T090000-001,P08,2026-07-20T09:00:00+06:00,10minuteschool.com,specific_information,3,261,2,12,3,56,0,1
DS-08-20260720T190000-002,P08,2026-07-20T19:00:00+06:00,facebook.com,communication_or_community,20,1799,59,272,67,225,3,0
DS-08-20260720T230000-003,P08,2026-07-20T23:00:00+06:00,bohubrihi.com,learning_or_tutorial,10,355,7,30,4,54,2,0
DS-08-20260721T120000-004,P08,2026-07-21T12:00:00+06:00,facebook.com,communication_or_community,5,415,22,101,18,22,0,0
DS-08-20260721T131500-005,P08,2026-07-21T13:15:00+06:00,slack.com,specific_information,3,221,8,8,27,38,1,0
DS-08-20260721T174500-006,P08,2026-07-21T17:45:00+06:00,instagram.com,specific_information,20,1363,42,223,33,174,3,1
DS-08-20260722T081500-007,P08,2026-07-22T08:15:00+06:00,bdjobs.com,work_or_study,60,4523,157,224,494,781,10,0
DS-08-20260722T123000-008,P08,2026-07-22T12:30:00+06:00,coursera.org,learning_or_tutorial,20,1146,31,138,22,207,1,0
DS-08-20260722T191500-009,P08,2026-07-22T19:15:00+06:00,mail.google.com,communication_or_community,10,437,17,19,97,66,0,0
DS-08-20260722T194500-010,P08,2026-07-22T19:45:00+06:00,web.whatsapp.com,communication_or_community,10,848,24,34,197,88,3,1
DS-08-20260723T111500-011,P08,2026-07-23T11:15:00+06:00,wikipedia.org,specific_information,3,247,6,13,5,33,3,0
DS-08-20260723T121500-012,P08,2026-07-23T12:15:00+06:00,youtube.com,planned_entertainment_or_break,60,4985,23,67,3,1007,15,1
DS-08-20260723T210000-013,P08,2026-07-23T21:00:00+06:00,instagram.com,open_ended_browsing,15,731,48,225,31,221,2,1
DS-08-20260724T090000-014,P08,2026-07-24T09:00:00+06:00,bbc.com,open_ended_browsing,30,4078,45,401,11,700,10,1
DS-08-20260724T193000-015,P08,2026-07-24T19:30:00+06:00,chatgpt.com,work_or_study,45,5413,177,318,589,368,12,0
DS-08-20260725T131500-016,P08,2026-07-25T13:15:00+06:00,reuters.com,accidental_open,1,79,1,10,0,7,0,1
DS-08-20260725T230000-017,P08,2026-07-25T23:00:00+06:00,x.com,communication_or_community,5,571,18,87,24,136,1,1
DS-08-20260726T100000-018,P08,2026-07-26T10:00:00+06:00,twitch.tv,learning_or_tutorial,45,4345,31,37,2,615,12,1
DS-08-20260726T191500-019,P08,2026-07-26T19:15:00+06:00,wikipedia.org,learning_or_tutorial,15,968,28,75,13,164,3,1
DS-08-20260726T194908-020,P08,2026-07-26T19:49:08+06:00,facebook.com,open_ended_browsing,30,1280,45,290,38,137,4,1
DS-08-20260727T113000-021,P08,2026-07-27T11:30:00+06:00,messenger.com,communication_or_community,30,2303,47,75,387,420,5,0
DS-08-20260727T123000-022,P08,2026-07-27T12:30:00+06:00,netflix.com,planned_entertainment_or_break,60,1633,20,27,4,371,3,1
DS-08-20260727T143000-023,P08,2026-07-27T14:30:00+06:00,10minuteschool.com,learning_or_tutorial,10,1292,41,116,27,283,5,1
DS-08-20260728T090000-024,P08,2026-07-28T09:00:00+06:00,mail.google.com,work_or_study,10,1027,33,47,168,221,4,1
DS-08-20260728T120000-025,P08,2026-07-28T12:00:00+06:00,wikipedia.org,specific_information,3,288,12,32,5,23,1,0
DS-08-20260728T210000-026,P08,2026-07-28T21:00:00+06:00,youtube.com,planned_entertainment_or_break,20,1607,12,15,2,315,3,1
DS-08-20260728T221500-027,P08,2026-07-28T22:15:00+06:00,mail.google.com,open_ended_browsing,20,2370,59,97,271,481,6,0
DS-08-20260730T080000-028,P08,2026-07-30T08:00:00+06:00,docs.google.com,learning_or_tutorial,30,2253,74,113,232,210,4,0
DS-08-20260730T101500-029,P08,2026-07-30T10:15:00+06:00,wikipedia.org,learning_or_tutorial,30,4202,88,393,97,492,11,0
DS-08-20260730T131500-030,P08,2026-07-30T13:15:00+06:00,coursera.org,open_ended_browsing,15,1161,29,115,19,287,4,1
DS-08-20260730T170000-031,P08,2026-07-30T17:00:00+06:00,thedailystar.net,specific_information,10,715,10,64,0,146,2,1
DS-08-20260730T210000-032,P08,2026-07-30T21:00:00+06:00,discord.com,accidental_open,2,134,6,37,2,8,0,1
DS-08-20260731T140000-033,P08,2026-07-31T14:00:00+06:00,stackoverflow.com,specific_information,3,305,11,21,30,39,1,1
