session_id,participant_id,start_time,domain,declared_intention,intended_duration_minutes,duration_seconds,click_count,scroll_count,keyboard_activity_count,idle_seconds,focus_loss_count,drift_label
DS-18-20260719T191500-001,P18,2026-07-19T19:15:00+06:00,instagram.com,open_ended_browsing,5,523,13,83,11,109,1,1
DS-18-20260719T221500-002,P18,2026-07-19T22:15:00+06:00,facebook.com,open_ended_browsing,15,1808,58,298,36,435,2,1
DS-18-20260719T231500-003,P18,2026-07-19T23:15:00+06:00,bikroy.com,planned_entertainment_or_break,20,1748,55,70,7,404,2,0
DS-18-20260720T144500-004,P18,2026-07-20T14:45:00+06:00,drive.google.com,work_or_study,10,1011,51,77,146,147,4,0
DS-18-20260720T174500-005,P18,2026-07-20T17:45:00+06:00,facebook.com,planned_entertainment_or_break,15,829,35,185,27,86,2,1
DS-18-20260720T193000-006,P18,2026-07-20T19:30:00+06:00,facebook.com,communication_or_community,20,4401,177,876,194,537,4,0
DS-18-20260720T231500-007,P18,2026-07-20T23:15:00+06:00,mail.google.com,work_or_study,20,961,17,16,60,142,0,0
DS-18-20260721T084500-008,P18,2026-07-21T08:45:00+06:00,messenger.com,open_ended_browsing,20,1790,41,63,245,298,2,1
DS-18-20260721T124500-009,P18,2026-07-21T12:45:00+06:00,web.whatsapp.com,communication_or_community,30,1468,22,25,151,205,4,1
DS-18-20260721T160000-010,P18,2026-07-21T16:00:00+06:00,amazon.com,specific_information,5,243,2,13,1,44,1,0
DS-18-20260721T173000-011,P18,2026-07-21T17:30:00+06:00,prothomalo.com,planned_entertainment_or_break,20,857,17,83,3,223,0,0
DS-18-20260722T114500-012,P18,2026-07-22T11:45:00+06:00,drive.google.com,communication_or_community,20,1764,41,57,125,273,0,1
DS-18-20260722T123224-013,P18,2026-07-22T12:32:24+06:00,facebook.com,planned_entertainment_or_break,15,754,29,119,28,98,1,0
DS-18-20260722T144500-014,P18,2026-07-22T14:45:00+06:00,mail.google.com,specific_information,5,536,8,9,50,71,2,0
DS-18-20260722T230000-015,P18,2026-07-22T23:00:00+06:00,netflix.com,specific_information,15,1282,10,11,2,364,2,0
DS-18-20260723T084500-016,P18,2026-07-23T08:45:00+06:00,coursera.org,specific_information,5,164,6,5,1,15,0,1
DS-18-20260723T090000-017,P18,2026-07-23T09:00:00+06:00,bohubrihi.com,specific_information,10,1155,22,79,20,86,2,0
DS-18-20260723T181500-018,P18,2026-07-23T18:15:00+06:00,x.com,open_ended_browsing,15,1164,43,252,29,107,4,0
DS-18-20260724T083000-019,P18,2026-07-24T08:30:00+06:00,notion.so,accidental_open,2,153,6,10,19,10,0,0
DS-18-20260724T131500-020,P18,2026-07-24T13:15:00+06:00,facebook.com,communication_or_community,20,819,33,168,42,165,3,1
DS-18-20260724T134500-021,P18,2026-07-24T13:45:00+06:00,10minuteschool.com,specific_information,10,1224,24,61,16,243,4,1
DS-18-20260724T191500-022,P18,2026-07-24T19:15:00+06:00,youtube.com,learning_or_tutorial,20,2336,25,43,6,784,6,1
DS-18-20260725T120000-023,P18,2026-07-25T12:00:00+06:00,instagram.com,communication_or_community,20,1502,42,212,53,123,1,0
DS-18-20260725T181500-024,P18,2026-07-25T18:15:00+06:00,youtube.com,specific_information,15,1480,13,14,1,281,3,0
DS-18-20260725T211500-025,P18,2026-07-25T21:15:00+06:00,youtube.com,learning_or_tutorial,20,1279,16,14,1,258,1,0
DS-18-20260726T121500-026,P18,2026-07-26T12:15:00+06:00,rokomari.com,planned_entertainment_or_break,60,3235,179,325,20,484,3,0
DS-18-20260726T174500-027,P18,2026-07-26T17:45:00+06:00,somewhereinblog.net,planned_entertainment_or_break,60,3321,103,561,99,163,7,0
DS-18-20260726T190000-028,P18,2026-07-26T19:00:00+06:00,somewhereinblog.net,accidental_open,5,787,27,128,18,91,1,1
DS-18-20260727T123000-029,P18,2026-07-27T12:30:00+06:00,chatgpt.com,work_or_study,20,804,18,28,80,94,1,0
DS-18-20260727T173000-030,P18,2026-07-27T17:30:00+06:00,wikipedia.org,learning_or_tutorial,15,875,8,35,19,133,2,0
DS-18-20260727T193000-031,P18,2026-07-27T19:30:00+06:00,dhakatribune.com,learning_or_tutorial,20,3665,51,289,8,513,5,0
DS-18-20260729T110000-032,P18,2026-07-29T11:00:00+06:00,messenger.com,communication_or_community,15,1004,28,36,135,62,0,1
DS-18-20260729T123000-033,P18,2026-07-29T12:30:00+06:00,figma.com,accidental_open,5,375,6,20,36,32,1,1
DS-18-20260731T081500-034,P18,2026-07-31T08:15:00+06:00,slack.com,work_or_study,30,2212,61,107,173,209,0,0
DS-18-20260731T101500-035,P18,2026-07-31T10:15:00+06:00,prothomalo.com,work_or_study,30,1706,23,87,7,236,4,1
DS-18-20260731T105526-036,P18,2026-07-31T10:55:26+06:00,outlook.live.com,communication_or_community,20,1412,75,52,314,214,1,0
DS-18-20260731T193000-037,P18,2026-07-31T19:30:00+06:00,chatgpt.com,work_or_study,30,1822,35,86,162,131,3,1
