session_id,participant_id,start_time,domain,declared_intention,intended_duration_minutes,duration_seconds,click_count,scroll_count,keyboard_activity_count,idle_seconds,focus_loss_count,drift_label
DS-05-20260719T090000-001,P05,2026-07-19T09:00:00+06:00,netflix.com,work_or_study,30,1394,9,22,0,333,4,1
DS-05-20260719T100000-002,P05,2026-07-19T10:00:00+06:00,khanacademy.org,learning_or_tutorial,45,2563,47,196,35,421,2,0
DS-05-20260719T180000-003,P05,2026-07-19T18:00:00+06:00,chaldal.com,planned_entertainment_or_break,20,1042,24,60,1,119,5,0
DS-05-20260719T182722-004,P05,2026-07-19T18:27:22+06:00,linkedin.com,work_or_study,10,396,11,18,48,83,1,0
DS-05-20260719T220000-005,P05,2026-07-19T22:00:00+06:00,10minuteschool.com,learning_or_tutorial,15,1665,22,85,20,533,2,0
DS-05-20260720T074500-006,P05,2026-07-20T07:45:00+06:00,netflix.com,work_or_study,10,793,1,14,0,173,4,0
DS-05-20260720T084500-007,P05,2026-07-20T08:45:00+06:00,docs.google.com,work_or_study,45,2676,94,165,307,258,5,0
DS-05-20260720T130000-008,P05,2026-07-20T13:00:00+06:00,messenger.com,communication_or_community,5,372,15,8,54,48,1,0
DS-05-20260720T170000-009,P05,2026-07-20T17:00:00+06:00,youtube.com,learning_or_tutorial,45,3859,24,69,11,672,9,0
DS-05-20260721T131500-010,P05,2026-07-21T13:15:00+06:00,web.whatsapp.com,communication_or_community,10,663,19,25,103,80,1,0
DS-05-20260721T141500-011,P05,2026-07-21T14:15:00+06:00,notion.so,learning_or_tutorial,15,1046,53,74,141,122,2,0
DS-05-20260721T154500-012,P05,2026-07-21T15:45:00+06:00,rokomari.com,open_ended_browsing,30,1963,59,149,10,603,7,1
DS-05-20260721T203000-013,P05,2026-07-21T20:30:00+06:00,youtube.com,planned_entertainment_or_break,60,3039,16,37,7,660,6,1
DS-05-20260721T224500-014,P05,2026-07-21T22:45:00+06:00,youtube.com,open_ended_browsing,10,548,5,9,0,104,1,1
DS-05-20260721T230108-015,P05,2026-07-21T23:01:08+06:00,messenger.com,communication_or_community,20,1602,53,54,271,206,4,0
DS-05-20260722T090000-016,P05,2026-07-22T09:00:00+06:00,docs.google.com,work_or_study,15,699,14,30,63,63,0,0
DS-05-20260722T111500-017,P05,2026-07-22T11:15:00+06:00,10minuteschool.com,accidental_open,5,441,14,25,11,100,1,1
DS-05-20260724T100000-018,P05,2026-07-24T10:00:00+06:00,youtube.com,specific_information,15,1176,12,19,2,240,0,0
DS-05-20260724T114500-019,P05,2026-07-24T11:45:00+06:00,daraz.com,accidental_open,2,618,35,56,3,100,3,1
DS-05-20260724T190000-020,P05,2026-07-24T19:00:00+06:00,twitch.tv,learning_or_tutorial,30,4476,27,50,5,2020,18,1
DS-05-20260725T073000-021,P05,2026-07-25T07:30:00+06:00,facebook.com,specific_information,20,2461,65,264,50,174,5,0
DS-05-20260725T133000-022,P05,2026-07-25T13:30:00+06:00,reddit.com,open_ended_browsing,15,921,33,131,36,68,3,0
DS-05-20260725T151500-023,P05,2026-07-25T15:15:00+06:00,wikipedia.org,learning_or_tutorial,15,520,10,36,5,78,1,0
DS-05-20260725T174500-024,P05,2026-07-25T17:45:00+06:00,youtube.com,planned_entertainment_or_break,30,952,13,13,2,296,0,0
DS-05-20260726T154500-025,P05,2026-07-26T15:45:00+06:00,thedailystar.net,specific_information,20,881,11,91,1,81,2,1
DS-05-20260726T203000-026,P05,2026-07-26T20:30:00+06:00,notion.so,open_ended_browsing,10,383,11,34,53,48,0,0
DS-05-20260726T224500-027,P05,2026-07-26T22:45:00+06:00,banglatribune.com,learning_or_tutorial,20,1371,18,134,7,276,4,0
DS-05-20260727T094500-028,P05,2026-07-27T09:45:00+06:00,canva.com,work_or_study,15,856,21,47,104,82,1,0
DS-05-20260727T120000-029,P05,2026-07-27T12:00:00+06:00,mail.google.com,communication_or_community,5,202,8,7,19,17,0,0
DS-05-20260727T150000-030,P05,2026-07-27T15:00:00+06:00,docs.google.com,learning_or_tutorial,15,1047,25,44,88,172,1,0
DS-05-20260727T171500-031,P05,2026-07-27T17:15:00+06:00,facebook.com,accidental_open,3,522,8,67,12,51,2,1
DS-05-20260728T084500-032,P05,2026-07-28T08:45:00+06:00,facebook.com,planned_entertainment_or_break,45,3028,121,471,88,616,8,1
DS-05-20260728T123000-033,P05,2026-07-28T12:30:00+06:00,mail.google.com,communication_or_community,30,3688,105,134,714,372,9,0
DS-05-20260728T203000-034,P05,2026-07-28T20:30:00+06:00,netflix.com,learning_or_tutorial,10,505,4,12,1,108,2,1
DS-05-20260728T221500-035,P05,2026-07-28T22:15:00+06:00,youtube.com,learning_or_tutorial,10,612,4,6,3,80,3,1
DS-05-20260729T110000-036,P05,2026-07-29T11:00:00+06:00,daraz.com,work_or_study,30,1560,66,132,3,298,6,0
DS-05-20260729T124500-037,P05,2026-07-29T12:45:00+06:00,medium.com,specific_information,15,1532,25,117,24,385,1,0
DS-05-20260729T201500-038,P05,2026-07-29T20:15:00+06:00,web.whatsapp.com,communication_or_community,30,1707,42,34,201,610,4,1
DS-05-20260729T210327-039,P05,2026-07-29T21:03:27+06:00,khanacademy.org,work_or_study,15,589,10,48,10,119,1,0
DS-05-20260730T074500-040,P05,2026-07-30T07:45:00+06:00,web.whatsapp.com,communication_or_community,5,366,5,7,42,84,0,0
DS-05-20260730T201500-041,P05,2026-07-30T20:15:00+06:00,facebook.com,communication_or_community,15,1390,52,235,50,249,1,1
DS-05-20260730T233000-042,P05,2026-07-30T23:30:00+06:00,youtube.com,learning_or_tutorial,30,2870,23,29,7,787,5,0
DS-05-20260731T111500-043,P05,2026-07-31T11:15:00+06:00,instagram.com,communication_or_community,5,562,25,116,22,56,2,0
DS-05-20260731T113722-044,P05,2026-07-31T11:37:22+06:00,outlook.live.com,communication_or_community,5,290,0,7,35,34,2,1
DS-05-20260731T194500-045,P05,2026-07-31T19:45:00+06:00,youtube.com,planned_entertainment_or_break,15,1033,6,5,0,270,2,0
DS-05-20260731T213000-046,P05,2026-07-31T21:30:00+06:00,coursera.org,learning_or_tutorial,15,1001,26,70,19,169,3,1
